ID_Transacao,ID_Cliente,ID_Produto,Data,Valor_Transacao,Status_Pagamento,Dias_Atraso,Rating_Risco
501060,1085,102,2025-08-31,73286.71,Liquidado,0,A
501061,1189,102,2025-07-05,24957.1,Em Dia,0,A
501062,1245,101,2025-09-03,1135.28,Liquidado,0,C
501063,1022,103,2025-05-05,16014.73,Em Dia,0,B
501064,1035,101,2025-09-25,1362.55,Em Dia,0,C
501065,1229,104,2025-05-11,43861.65,Em Dia,0,D
501066,1016,102,2025-08-25,30278.77,Liquidado,0,B
501067,1050,101,2025-01-18,2221.1,Em Dia,0,D
501068,1122,104,2025-02-09,357200.12,Em Dia,0,B
501069,1128,101,2025-01-21,5208.78,Em Dia,0,B
501070,1113,102,2025-08-13,31612.67,Em Dia,0,A
501071,1171,102,2025-12-21,56523.3,Em Dia,0,A
501072,1017,101,2025-10-09,3095.65,Em Atraso,14,B
501073,1080,102,2025-01-08,48584.0,Em Dia,0,A
501074,1186,103,2025-04-10,16278.44,Liquidado,0,A
501075,1247,103,2025-08-28,10784.24,Liquidado,0,A
501076,1130,101,2025-03-28,3338.21,Em Dia,0,B
501077,1132,104,2025-10-25,176301.27,Em Dia,0,C
501078,1085,101,2025-01-14,4367.14,Em Dia,0,C
501079,1167,101,2025-11-30,3820.31,Em Atraso,121,E
501080,1226,101,2025-01-02,4766.5,Em Dia,0,C
501081,1094,101,2025-10-20,2773.3,Liquidado,0,B
501082,1134,101,2025-11-21,2090.65,Em Dia,0,C
501083,1081,104,2025-02-10,47813.52,Em Dia,0,B
501084,1231,101,2025-11-14,2820.36,Em Atraso,139,E
501085,1217,101,2025-11-12,2581.92,Em Dia,0,D
501086,1069,101,2025-04-21,5100.53,Liquidado,0,B
501087,1069,103,2025-01-14,17907.09,Liquidado,0,A
501088,1148,103,2025-08-19,16809.75,Liquidado,0,B
501089,1192,101,2025-03-25,2136.29,Em Dia,0,C
501090,1016,101,2025-05-10,9665.08,Em Dia,0,D
501091,1051,101,2025-08-19,5138.32,Em Dia,0,B
501092,1105,101,2025-11-22,1466.81,Liquidado,0,B
501093,1165,101,2025-05-25,3617.38,Liquidado,0,B
501094,1232,102,2025-12-11,41310.1,Em Atraso,67,A
501095,1201,101,2025-01-28,4952.93,Em Dia,0,B
501096,1197,102,2025-03-07,60059.33,Em Dia,0,A
501097,1170,101,2025-06-12,2174.7,Liquidado,0,B
501098,1185,104,2025-08-17,66031.75,Em Dia,0,D
501099,1066,104,2025-09-18,98101.01,Em Dia,0,F
501100,1009,102,2025-06-13,44463.17,Liquidado,0,B
501101,1107,101,2025-10-28,12750.4,Em Dia,0,B
501102,1100,101,2025-10-30,3750.02,Em Dia,0,C
501103,1086,102,2025-10-14,70770.54,Em Dia,0,B
501104,1064,103,2025-01-10,13364.92,Liquidado,0,A
501105,1214,102,2025-07-14,34985.1,Em Dia,0,A
501106,1022,103,2025-04-28,13417.98,Em Dia,0,A
501107,1162,104,2025-09-27,531016.99,Em Dia,0,C
501108,1183,101,2025-03-21,14725.1,Liquidado,0,C
501109,1157,102,2025-04-03,82587.58,Em Dia,0,A
501110,1166,101,2025-09-23,2909.35,Liquidado,0,B
501111,1110,101,2025-11-28,7703.83,Em Dia,0,D
501112,1097,102,2025-12-16,49783.86,Em Dia,0,A
501113,1018,101,2025-12-27,13425.41,Em Dia,0,B
501114,1071,103,2025-09-14,10805.55,Liquidado,0,A
501115,1193,101,2025-05-13,2748.89,Em Dia,0,C
501116,1127,102,2025-10-03,55581.56,Em Dia,0,A
501117,1097,103,2025-09-21,15871.79,Em Dia,0,A
501118,1001,103,2025-06-20,13493.06,Em Dia,0,C
501119,1216,101,2025-01-01,6223.73,Em Dia,0,B
501120,1132,103,2025-11-09,13178.71,Liquidado,0,A
501121,1004,102,2025-03-05,59166.07,Liquidado,0,B
501122,1125,102,2025-10-11,42393.79,Em Atraso,69,A
501123,1082,101,2025-05-01,6304.25,Em Dia,0,B
501124,1027,102,2025-04-17,63901.44,Em Dia,0,B
501125,1171,103,2025-06-24,11596.09,Liquidado,0,A
501126,1059,103,2025-07-23,17002.99,Liquidado,0,B
501127,1032,103,2025-06-14,18037.5,Em Dia,0,A
501128,1161,102,2025-11-01,38186.73,Liquidado,0,A
501129,1028,101,2025-04-30,12151.85,Em Dia,0,B
501130,1106,101,2025-02-13,6168.17,Em Dia,0,B
501131,1105,101,2025-11-08,4348.68,Em Dia,0,B
501132,1183,103,2025-06-05,21705.69,Em Dia,0,A
501133,1228,103,2025-07-26,17904.14,Liquidado,0,A
501134,1188,101,2025-04-18,4171.08,Em Dia,0,B
501135,1070,102,2025-09-08,27439.54,Em Dia,0,A
501136,1062,102,2025-11-30,39447.14,Liquidado,0,A
501137,1208,102,2025-05-10,27751.28,Liquidado,0,A
501138,1034,101,2025-10-20,4353.45,Em Atraso,30,C
501139,1087,101,2025-01-20,8244.9,Em Atraso,74,C
501140,1114,101,2025-10-09,4596.73,Em Dia,0,C
501141,1106,101,2025-10-12,6600.31,Em Atraso,3,C
501142,1216,101,2025-01-01,1053.32,Em Dia,0,D
501143,1056,101,2025-04-29,1020.17,Liquidado,0,C
501144,1113,103,2025-02-04,16399.14,Em Dia,0,A
501145,1013,101,2025-07-17,4342.54,Em Dia,0,B
501146,1184,104,2025-09-02,296810.86,Em Dia,0,D
501147,1018,101,2025-02-28,2118.9,Em Dia,0,D
501148,1182,101,2025-11-21,1067.48,Em Atraso,49,D
501149,1205,101,2025-06-10,2316.16,Em Dia,0,B
501150,1113,101,2025-06-28,12405.64,Em Dia,0,B
501151,1229,103,2025-07-25,18594.91,Em Dia,0,C
501152,1171,101,2025-01-12,3271.05,Em Dia,0,D
501153,1039,104,2025-10-03,193015.27,Liquidado,0,C
501154,1189,103,2025-06-30,12568.76,Liquidado,0,B
501155,1170,102,2025-08-30,49357.16,Liquidado,0,A
501156,1209,102,2025-08-04,51114.11,Liquidado,0,A
501157,1079,103,2025-09-08,16469.44,Liquidado,0,B
501158,1146,101,2025-10-26,6888.16,Liquidado,0,D
501159,1151,103,2025-05-06,21411.38,Em Dia,0,A
501160,1182,101,2025-08-05,3197.86,Em Dia,0,B
501161,1243,101,2025-11-02,2215.88,Em Atraso,59,D
501162,1030,102,2025-10-12,40107.57,Liquidado,0,B
501163,1250,102,2025-07-04,52557.27,Em Dia,0,A
501164,1098,103,2025-02-08,21233.4,Liquidado,0,A
501165,1058,101,2025-08-11,8987.53,Em Dia,0,B
501166,1196,103,2025-07-03,17649.22,Em Dia,0,A
501167,1067,101,2025-06-27,1857.72,Em Dia,0,C
501168,1071,101,2025-10-21,4058.25,Em Dia,0,B
501169,1248,101,2025-12-06,2865.59,Em Dia,0,C
501170,1146,102,2025-05-31,27189.18,Em Dia,0,B
501171,1106,101,2025-05-06,2079.36,Em Dia,0,C
501172,1007,102,2025-10-28,55762.4,Em Dia,0,A
501173,1040,103,2025-11-04,9969.42,Liquidado,0,B
501174,1070,102,2025-12-02,52738.44,Em Dia,0,A
501175,1214,102,2025-08-22,61696.59,Em Dia,0,A
501176,1250,103,2025-01-08,16084.9,Liquidado,0,B
501177,1193,103,2025-12-07,17187.98,Em Dia,0,A
501178,1068,102,2025-05-09,69919.39,Em Dia,0,A
501179,1238,101,2025-09-21,4953.82,Em Dia,0,E
501180,1049,103,2025-06-06,9761.07,Em Dia,0,A
501181,1052,102,2025-12-18,57222.61,Em Dia,0,A
501182,1114,101,2025-12-24,10605.36,Liquidado,0,B
501183,1107,101,2025-01-05,6809.72,Liquidado,0,C
501184,1029,103,2025-03-27,6355.35,Em Dia,0,A
501185,1149,101,2025-06-24,3617.85,Liquidado,0,B
501186,1218,104,2025-10-17,310945.72,Em Atraso,78,F
501187,1078,101,2025-07-12,5450.05,Em Dia,0,D
501188,1009,103,2025-11-07,19922.58,Liquidado,0,A
501189,1175,101,2025-04-29,5087.57,Em Dia,0,D
501190,1076,102,2025-08-06,45723.78,Liquidado,0,A
501191,1042,103,2025-04-24,11864.81,Em Dia,0,A
501192,1179,102,2025-05-25,63101.25,Em Atraso,60,A
501193,1184,102,2025-01-26,41196.55,Liquidado,0,A
501194,1179,101,2025-05-16,12733.23,Liquidado,0,D
501195,1198,101,2025-10-30,3489.94,Em Atraso,70,B
501196,1128,101,2025-08-20,1457.72,Em Atraso,37,C
501197,1020,103,2025-03-17,12564.69,Em Dia,0,A
501198,1216,101,2025-11-24,13626.55,Em Dia,0,E
501199,1155,101,2025-12-11,6975.31,Em Dia,0,C
501200,1166,102,2025-10-29,40784.8,Liquidado,0,A
501201,1072,103,2025-10-16,15484.99,Liquidado,0,B
501202,1065,103,2025-01-01,16049.27,Liquidado,0,A
501203,1182,101,2025-05-27,8276.56,Em Dia,0,E
501204,1241,101,2025-10-14,8439.57,Liquidado,0,C
501205,1113,104,2025-05-22,221637.69,Liquidado,0,D
501206,1024,101,2025-02-22,2820.44,Liquidado,0,C
501207,1128,103,2025-10-31,15603.98,Liquidado,0,A
501208,1175,103,2025-03-10,17835.84,Em Dia,0,C
501209,1199,103,2025-12-27,13886.03,Liquidado,0,B
501210,1083,101,2025-03-31,6389.89,Em Dia,0,E
501211,1214,103,2025-08-08,15610.81,Liquidado,0,A
501212,1063,103,2025-07-11,8296.11,Em Dia,0,C
501213,1185,102,2025-03-04,49953.87,Em Dia,0,A
501214,1183,101,2025-03-14,21580.45,Em Dia,0,C
501215,1060,101,2025-06-10,1393.81,Em Dia,0,B
501216,1099,101,2025-06-18,1338.53,Liquidado,0,B
501217,1062,102,2025-03-30,31465.43,Liquidado,0,A
501218,1030,102,2025-06-25,78634.4,Em Dia,0,A
501219,1221,101,2025-09-26,4102.61,Liquidado,0,D
501220,1022,102,2025-03-14,77580.93,Em Dia,0,A
501221,1203,101,2025-09-02,4240.37,Em Atraso,116,E
501222,1212,103,2025-03-18,16277.74,Liquidado,0,A
501223,1126,104,2025-06-08,327933.7,Em Dia,0,C
501224,1157,101,2025-11-20,7064.05,Em Dia,0,E
501225,1243,101,2025-04-08,3793.89,Em Dia,0,D
501226,1169,101,2025-04-12,7566.63,Em Dia,0,C
501227,1042,103,2025-05-12,18798.8,Liquidado,0,B
501228,1098,103,2025-04-12,16097.87,Em Dia,0,A
501229,1193,104,2025-01-19,589907.09,Em Dia,0,C
501230,1031,101,2025-03-23,1132.02,Liquidado,0,C
501231,1158,104,2025-10-06,289772.26,Em Dia,0,D
501232,1112,101,2025-12-05,3803.68,Liquidado,0,D
501233,1146,103,2025-12-31,16956.94,Liquidado,0,A
501234,1247,101,2025-11-27,1131.87,Em Dia,0,B
501235,1122,103,2025-05-09,16887.48,Em Dia,0,A
501236,1017,102,2025-12-10,40823.4,Liquidado,0,B
501237,1038,103,2025-11-06,9201.91,Liquidado,0,A
501238,1142,103,2025-03-30,14897.07,Em Dia,0,A
501239,1215,101,2025-08-01,9507.62,Liquidado,0,C
501240,1217,101,2025-05-23,5823.76,Em Dia,0,B
501241,1207,103,2025-03-06,11024.07,Liquidado,0,A
501242,1110,101,2025-03-17,9555.86,Em Atraso,134,E
501243,1184,101,2025-07-18,2799.01,Em Dia,0,B
501244,1022,102,2025-05-23,32656.2,Em Dia,0,B
501245,1195,102,2025-11-12,54647.29,Liquidado,0,A
501246,1056,101,2025-04-03,2708.07,Em Dia,0,C
501247,1119,101,2025-11-01,8670.82,Em Dia,0,B
501248,1147,101,2025-08-12,2719.33,Em Dia,0,C
501249,1057,102,2025-10-18,51992.36,Em Dia,0,A
501250,1172,103,2025-04-12,10868.75,Liquidado,0,A
501251,1226,104,2025-09-24,438822.79,Em Atraso,24,C
501252,1035,103,2025-12-21,12813.81,Em Dia,0,A
501253,1114,101,2025-04-20,1406.62,Liquidado,0,E
501254,1125,104,2025-11-26,309481.76,Em Dia,0,B
501255,1129,102,2025-09-22,48535.69,Em Dia,0,A
501256,1052,101,2025-01-03,3244.66,Em Dia,0,D
501257,1085,104,2025-03-26,31032.11,Liquidado,0,D
501258,1221,103,2025-10-09,22138.24,Liquidado,0,A
501259,1198,103,2025-11-24,14338.3,Em Dia,0,B
501260,1165,103,2025-10-31,14199.13,Liquidado,0,A
501261,1065,101,2025-04-27,2485.85,Em Dia,0,D
501262,1179,101,2025-08-09,3794.39,Em Dia,0,C
501263,1129,103,2025-06-03,17733.66,Em Dia,0,C
501264,1219,101,2025-06-02,4189.34,Em Dia,0,D
501265,1021,102,2025-01-12,49238.0,Liquidado,0,A
501266,1181,103,2025-05-13,12825.67,Em Dia,0,A
501267,1016,103,2025-10-31,16886.34,Liquidado,0,A
501268,1236,102,2025-10-20,64439.27,Liquidado,0,A
501269,1123,103,2025-10-27,16786.56,Liquidado,0,A
501270,1061,103,2025-08-16,7845.36,Em Dia,0,A
501271,1054,103,2025-09-28,18766.61,Liquidado,0,A
501272,1168,101,2025-02-12,1508.45,Em Dia,0,B
501273,1026,101,2025-12-09,20483.64,Em Atraso,48,C
501274,1080,101,2025-11-22,5130.9,Em Dia,0,E
501275,1220,101,2025-10-29,1598.07,Em Dia,0,C
501276,1065,101,2025-12-30,3498.47,Em Dia,0,D
501277,1100,101,2025-01-21,8781.62,Liquidado,0,B
501278,1074,102,2025-04-17,82216.77,Em Dia,0,B
501279,1192,104,2025-12-02,70353.7,Em Atraso,152,E
501280,1171,101,2025-10-30,2181.54,Em Dia,0,B
501281,1017,103,2025-04-27,7827.39,Em Dia,0,A
501282,1121,103,2025-05-04,14806.72,Liquidado,0,A
501283,1187,101,2025-10-08,1760.22,Em Dia,0,D
501284,1023,104,2025-10-19,60119.88,Liquidado,0,B
501285,1135,102,2025-07-22,72893.24,Em Dia,0,A
501286,1172,101,2025-02-20,7240.65,Liquidado,0,E
501287,1181,103,2025-09-28,18070.04,Liquidado,0,A
501288,1071,101,2025-11-20,11124.54,Em Dia,0,D
501289,1108,103,2025-10-04,14116.84,Em Dia,0,A
501290,1079,101,2025-05-21,2492.33,Em Dia,0,B
501291,1162,103,2025-10-02,13377.99,Em Dia,0,A
501292,1046,102,2025-10-17,53845.99,Em Dia,0,A
501293,1237,103,2025-11-30,13737.84,Em Dia,0,A
501294,1196,101,2025-02-21,12122.02,Em Atraso,63,C
501295,1206,103,2025-01-27,8426.18,Liquidado,0,A
501296,1078,103,2025-06-06,19260.66,Liquidado,0,A
501297,1016,102,2025-08-27,87815.46,Liquidado,0,A
501298,1071,103,2025-06-05,20457.14,Liquidado,0,A
501299,1096,102,2025-10-18,56972.88,Liquidado,0,A
501300,1147,103,2025-05-16,14260.83,Liquidado,0,B
501301,1002,102,2025-05-24,40866.26,Em Dia,0,A
501302,1010,103,2025-04-16,15031.63,Em Dia,0,B
501303,1178,103,2025-06-07,16351.94,Liquidado,0,A
501304,1125,102,2025-05-26,44830.57,Liquidado,0,A
501305,1081,101,2025-01-02,5953.32,Em Dia,0,D
501306,1229,102,2025-03-18,27741.28,Liquidado,0,A
501307,1140,103,2025-05-12,11686.29,Liquidado,0,A
501308,1070,101,2025-03-31,1713.6,Liquidado,0,B
501309,1150,102,2025-12-11,80530.95,Em Dia,0,A
501310,1032,103,2025-12-16,20453.04,Liquidado,0,B
501311,1105,101,2025-09-20,1664.46,Em Dia,0,C
501312,1084,103,2025-12-17,20601.2,Liquidado,0,A
501313,1129,101,2025-04-18,1285.73,Liquidado,0,C
501314,1182,101,2025-03-15,2396.28,Em Dia,0,E
501315,1239,103,2025-02-08,9200.81,Liquidado,0,A
501316,1245,101,2025-06-08,5391.26,Liquidado,0,B
501317,1058,101,2025-03-12,3937.73,Em Dia,0,B
501318,1198,103,2025-11-08,13336.56,Liquidado,0,A
501319,1211,101,2025-08-29,4995.47,Liquidado,0,B
501320,1146,104,2025-10-25,631315.08,Em Atraso,45,B
501321,1134,104,2025-02-05,25987.78,Em Dia,0,C
501322,1045,101,2025-03-25,1129.4,Liquidado,0,C
501323,1097,101,2025-09-20,3317.51,Liquidado,0,B
501324,1023,103,2025-11-06,15430.35,Liquidado,0,B
501325,1023,102,2025-06-21,59355.46,Liquidado,0,A
501326,1154,101,2025-06-22,4951.02,Em Dia,0,B
501327,1205,103,2025-12-28,8683.27,Em Dia,0,A
501328,1135,101,2025-02-16,15806.13,Liquidado,0,B
501329,1079,103,2025-05-21,11508.25,Em Dia,0,B
501330,1044,101,2025-04-28,4312.37,Liquidado,0,C
501331,1027,101,2025-10-04,5054.11,Em Dia,0,D
501332,1026,101,2025-08-02,2541.51,Em Dia,0,C
501333,1097,104,2025-08-08,138076.91,Em Dia,0,C
501334,1207,103,2025-01-26,13193.64,Em Dia,0,B
501335,1036,103,2025-01-09,22623.15,Em Dia,0,B
501336,1109,101,2025-09-28,10008.26,Liquidado,0,B
501337,1055,101,2025-01-10,6357.0,Em Dia,0,D
501338,1192,101,2025-05-01,6160.48,Em Dia,0,C
501339,1219,102,2025-05-05,51639.9,Liquidado,0,B
501340,1185,102,2025-06-19,53278.53,Liquidado,0,A
501341,1069,103,2025-03-13,21675.23,Em Dia,0,C
501342,1061,101,2025-06-01,14886.01,Em Dia,0,B
501343,1130,104,2025-07-27,209445.35,Em Atraso,49,D
501344,1055,101,2025-02-18,17098.45,Em Dia,0,B
501345,1122,104,2025-06-03,133420.42,Liquidado,0,B
501346,1097,101,2025-12-13,1422.8,Em Dia,0,D
501347,1080,102,2025-10-20,54714.46,Liquidado,0,A
501348,1087,101,2025-03-09,4055.94,Liquidado,0,C
501349,1038,102,2025-02-19,65537.17,Em Dia,0,A
501350,1119,102,2025-06-01,46740.69,Liquidado,0,A
501351,1208,102,2025-01-19,36666.68,Em Dia,0,A
501352,1078,102,2025-04-10,34971.47,Liquidado,0,A
501353,1157,103,2025-03-01,16816.37,Liquidado,0,C
501354,1154,103,2025-06-16,19154.7,Em Dia,0,B
501355,1035,103,2025-07-21,14202.77,Em Dia,0,C
501356,1079,101,2025-12-11,2852.82,Liquidado,0,B
501357,1067,103,2025-05-26,10259.44,Liquidado,0,B
501358,1087,102,2025-06-13,53220.31,Em Dia,0,A
501359,1157,101,2025-08-30,2475.23,Em Atraso,58,D
501360,1034,102,2025-03-10,84366.61,Em Dia,0,A
501361,1097,101,2025-06-24,8173.5,Em Atraso,10,B
501362,1169,101,2025-02-18,3238.35,Em Dia,0,D
501363,1169,101,2025-04-18,10163.8,Em Dia,0,E
501364,1151,101,2025-08-14,5097.51,Em Atraso,31,C
501365,1071,103,2025-06-10,16883.14,Liquidado,0,A
501366,1003,103,2025-04-29,17008.94,Em Dia,0,C
501367,1058,104,2025-05-29,333041.15,Liquidado,0,B
501368,1032,103,2025-05-30,8510.72,Em Dia,0,A
501369,1031,101,2025-10-20,1361.87,Liquidado,0,C
501370,1082,103,2025-05-23,17590.42,Em Dia,0,A
501371,1043,103,2025-06-09,16974.15,Em Dia,0,A
501372,1135,102,2025-01-11,60313.26,Liquidado,0,A
501373,1105,102,2025-05-18,26341.56,Em Dia,0,B
501374,1001,104,2025-03-19,122114.47,Em Dia,0,C
501375,1061,102,2025-03-18,55947.0,Em Dia,0,A
501376,1014,104,2025-09-11,22617.73,Em Dia,0,D
501377,1180,101,2025-09-15,4193.37,Liquidado,0,D
501378,1224,101,2025-11-16,1863.09,Liquidado,0,B
501379,1006,102,2025-10-18,64420.5,Em Atraso,89,A
501380,1103,102,2025-09-20,15721.02,Liquidado,0,B
501381,1010,103,2025-03-26,12699.56,Em Dia,0,A
501382,1071,104,2025-05-26,269231.1,Em Dia,0,B
501383,1090,101,2025-11-19,2285.1,Em Dia,0,D
501384,1226,101,2025-02-11,4848.11,Liquidado,0,D
501385,1158,103,2025-05-05,16760.09,Em Dia,0,A
501386,1228,103,2025-06-16,11049.4,Liquidado,0,A
501387,1149,101,2025-08-29,6788.87,Liquidado,0,B
501388,1126,102,2025-10-07,57285.89,Liquidado,0,A
501389,1188,103,2025-07-07,14676.99,Liquidado,0,A
501390,1209,103,2025-10-29,17061.92,Liquidado,0,A
501391,1097,102,2025-01-19,50588.91,Em Dia,0,B
501392,1074,101,2025-03-09,1824.18,Liquidado,0,B
501393,1115,104,2025-08-06,105022.53,Em Dia,0,D
501394,1191,103,2025-04-12,9593.74,Liquidado,0,A
501395,1239,102,2025-02-11,67260.45,Em Dia,0,A
501396,1170,101,2025-10-15,2302.42,Em Dia,0,C
501397,1051,103,2025-06-16,7554.42,Liquidado,0,A
501398,1192,101,2025-04-19,9678.69,Em Dia,0,C
501399,1204,101,2025-02-05,10834.87,Em Dia,0,E
501400,1056,102,2025-08-20,55407.05,Em Dia,0,A
501401,1208,101,2025-08-17,1178.51,Em Dia,0,D
501402,1041,103,2025-12-19,10501.18,Liquidado,0,A
501403,1032,101,2025-06-13,9958.87,Liquidado,0,B
501404,1015,103,2025-03-14,18607.5,Em Atraso,4,A
501405,1062,101,2025-05-16,12555.85,Em Dia,0,D
501406,1155,101,2025-12-19,1804.89,Em Dia,0,B
501407,1028,101,2025-03-11,11225.48,Liquidado,0,B
501408,1209,104,2025-07-15,142749.54,Em Dia,0,B
501409,1064,103,2025-09-26,11529.81,Em Dia,0,A
501410,1238,101,2025-02-18,4940.78,Em Dia,0,B
501411,1187,103,2025-11-12,11949.77,Liquidado,0,A
501412,1242,103,2025-05-10,11159.73,Em Dia,0,A
501413,1186,104,2025-01-05,199887.73,Em Dia,0,C
501414,1130,101,2025-01-27,1989.45,Em Dia,0,C
501415,1127,103,2025-06-09,16047.34,Liquidado,0,C
501416,1036,101,2025-05-29,4188.72,Em Atraso,81,E
501417,1114,101,2025-09-21,1194.39,Liquidado,0,D
501418,1199,104,2025-08-18,208024.97,Liquidado,0,C
501419,1013,102,2025-07-19,48769.54,Em Dia,0,A
501420,1015,101,2025-02-19,5636.27,Liquidado,0,B
501421,1089,101,2025-03-08,4910.66,Em Dia,0,C
501422,1215,103,2025-10-27,17973.45,Em Dia,0,A
501423,1188,103,2025-02-27,14485.39,Liquidado,0,A
501424,1022,101,2025-09-16,2345.29,Em Atraso,89,B
501425,1191,104,2025-12-08,78878.05,Em Dia,0,C
501426,1218,101,2025-11-22,2888.45,Em Dia,0,C
501427,1225,101,2025-05-10,6370.95,Em Dia,0,C
501428,1203,104,2025-08-03,90094.29,Liquidado,0,C
501429,1074,101,2025-06-21,11430.11,Em Dia,0,D
501430,1025,101,2025-09-15,5183.0,Em Dia,0,E
501431,1101,102,2025-04-12,44565.91,Liquidado,0,A
501432,1176,103,2025-07-28,19088.84,Em Dia,0,A
501433,1171,101,2025-10-18,12910.27,Em Dia,0,D
501434,1117,104,2025-12-20,152422.6,Em Dia,0,C
501435,1166,103,2025-10-13,15248.89,Em Dia,0,C
501436,1041,101,2025-04-26,7147.08,Em Dia,0,B
501437,1173,103,2025-09-21,18470.44,Em Dia,0,A
501438,1088,101,2025-05-30,1511.72,Em Dia,0,B
501439,1168,102,2025-10-27,61356.87,Liquidado,0,A
501440,1110,103,2025-02-05,11579.33,Liquidado,0,A
501441,1120,104,2025-11-29,341348.61,Liquidado,0,B
501442,1097,101,2025-10-14,6731.67,Em Dia,0,C
501443,1145,102,2025-10-30,73066.03,Em Dia,0,B
501444,1216,102,2025-11-07,50881.83,Liquidado,0,A
501445,1229,101,2025-07-27,1209.84,Liquidado,0,C
501446,1057,101,2025-04-16,16043.64,Liquidado,0,D
501447,1130,101,2025-06-07,2695.38,Em Dia,0,E
501448,1096,103,2025-05-01,7071.34,Liquidado,0,B
501449,1121,102,2025-02-24,56232.36,Liquidado,0,A
501450,1062,101,2025-01-12,5082.14,Em Dia,0,E
501451,1216,103,2025-05-25,17969.83,Liquidado,0,A
501452,1137,103,2025-05-16,16099.77,Liquidado,0,A
501453,1068,102,2025-01-03,56055.16,Em Dia,0,A
501454,1081,101,2025-05-24,3605.42,Em Atraso,71,B
501455,1017,103,2025-01-30,10893.16,Em Dia,0,A
501456,1117,101,2025-08-25,1047.76,Em Dia,0,E
501457,1050,101,2025-10-06,21377.54,Em Dia,0,B
501458,1112,103,2025-12-14,15681.66,Em Dia,0,A
501459,1094,101,2025-04-25,3241.0,Em Dia,0,B
501460,1168,101,2025-04-14,3347.24,Liquidado,0,B
501461,1186,101,2025-04-28,6314.14,Liquidado,0,B
501462,1203,101,2025-01-05,1291.93,Em Dia,0,C
501463,1085,101,2025-12-26,3666.32,Liquidado,0,C
501464,1149,104,2025-09-05,53835.89,Em Dia,0,B
501465,1146,101,2025-12-30,4767.2,Liquidado,0,E
501466,1183,101,2025-11-17,5579.8,Em Dia,0,C
501467,1157,101,2025-05-01,11324.12,Liquidado,0,B
501468,1152,104,2025-10-13,187335.47,Liquidado,0,C
501469,1074,102,2025-05-29,37518.94,Liquidado,0,A
501470,1109,101,2025-03-25,3664.12,Em Dia,0,C
501471,1145,103,2025-08-19,10660.13,Liquidado,0,C
501472,1018,101,2025-10-15,16076.43,Em Dia,0,C
501473,1042,101,2025-06-10,3814.04,Em Dia,0,C
501474,1240,101,2025-09-29,12313.67,Liquidado,0,B
501475,1212,101,2025-02-07,4428.23,Em Dia,0,E
501476,1101,101,2025-08-14,6277.97,Em Dia,0,D
501477,1045,103,2025-05-22,6927.06,Em Dia,0,C
501478,1082,101,2025-10-19,7520.17,Em Dia,0,B
501479,1017,102,2025-05-31,69839.27,Liquidado,0,A
501480,1073,101,2025-04-24,7271.46,Em Dia,0,C
501481,1014,101,2025-08-25,2569.71,Em Dia,0,C
501482,1177,102,2025-03-07,26050.23,Em Dia,0,A
501483,1157,104,2025-12-27,65148.83,Em Dia,0,C
501484,1223,101,2025-12-07,6946.82,Em Dia,0,D
501485,1132,103,2025-09-15,17961.2,Liquidado,0,A
501486,1082,101,2025-09-06,2470.63,Em Dia,0,B
501487,1148,101,2025-11-27,1489.1,Em Atraso,65,E
501488,1120,101,2025-11-19,1895.76,Em Dia,0,B
501489,1120,101,2025-06-29,3422.93,Em Dia,0,C
501490,1047,101,2025-07-09,7338.71,Em Dia,0,B
501491,1107,101,2025-06-03,6158.97,Liquidado,0,B
501492,1108,103,2025-07-15,16629.02,Liquidado,0,A
501493,1009,101,2025-11-07,3024.08,Em Dia,0,D
501494,1205,102,2025-09-19,42429.96,Em Dia,0,A
501495,1079,101,2025-05-23,9476.29,Em Dia,0,D
501496,1155,102,2025-12-08,51420.79,Liquidado,0,A
501497,1015,102,2025-11-12,47792.03,Em Dia,0,A
501498,1220,101,2025-04-11,12112.68,Em Atraso,51,C
501499,1229,101,2025-09-01,7446.24,Liquidado,0,B
501500,1247,103,2025-01-12,20663.75,Em Dia,0,A
501501,1019,103,2025-08-27,12135.43,Liquidado,0,A
501502,1090,101,2025-02-18,5804.51,Em Dia,0,E
501503,1180,101,2025-02-11,5345.2,Em Atraso,144,E
501504,1026,103,2025-06-15,13511.13,Liquidado,0,B
501505,1217,101,2025-03-23,7258.04,Em Dia,0,C
501506,1154,102,2025-10-18,39665.53,Liquidado,0,A
501507,1154,101,2025-06-07,5483.75,Liquidado,0,B
501508,1174,101,2025-08-04,1619.11,Em Dia,0,D
501509,1092,102,2025-06-07,47307.05,Em Dia,0,B
501510,1177,102,2025-05-14,85160.81,Em Dia,0,A
501511,1082,101,2025-03-08,7359.29,Liquidado,0,B
501512,1224,102,2025-12-02,58017.61,Em Dia,0,A
501513,1181,103,2025-01-07,16827.82,Liquidado,0,A
501514,1131,102,2025-01-14,39498.01,Em Dia,0,B
501515,1194,101,2025-03-14,5987.15,Liquidado,0,B
501516,1225,102,2025-06-12,54833.61,Em Dia,0,A
501517,1042,103,2025-03-07,9635.48,Em Dia,0,A
501518,1019,103,2025-12-13,21111.93,Em Dia,0,A
501519,1017,103,2025-05-10,16127.8,Em Dia,0,A
501520,1236,101,2025-07-25,25063.77,Em Dia,0,B
501521,1161,103,2025-10-03,21319.23,Liquidado,0,A
501522,1076,103,2025-09-13,10727.74,Em Atraso,51,C
